Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
Sub-County Place,Darwin CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.0
Sub-County Place,Davis city,02/01/2019,2019,February,N,Preliminary,36300,35300,1000,0.0
Sub-County Place,Day Valley CDP,02/01/2019,2019,February,N,Preliminary,1700,1600,100,0.0
Sub-County Place,Deer Park CDP,02/01/2019,2019,February,N,Preliminary,400,400,0,0.0
Sub-County Place,Del Aire CDP,02/01/2019,2019,February,N,Preliminary,5800,5500,200,0.0
Sub-County Place,Delano city,02/01/2019,2019,February,N,Preliminary,24200,17100,7100,0.3
Sub-County Place,Delhi CDP,02/01/2019,2019,February,N,Preliminary,5000,4500,500,0.1
Sub-County Place,Delleker CDP,02/01/2019,2019,February,N,Preliminary,230,230,0,0.0
Sub-County Place,Del Mar city,02/01/2019,2019,February,N,Preliminary,2500,2500,0,0.0
Sub-County Place,Del Monte Forest CDP,02/01/2019,2019,February,N,Preliminary,1800,1500,300,0.2
Sub-County Place,Del Rey CDP,02/01/2019,2019,February,N,Preliminary,600,500,100,0.1
Sub-County Place,Del Rey Oaks city,02/01/2019,2019,February,N,Preliminary,1000,900,100,0.1
Sub-County Place,Denair CDP,02/01/2019,2019,February,N,Preliminary,2600,2500,100,0.0
Sub-County Place,Derby Acres CDP,02/01/2019,2019,February,N,Preliminary,100,100,0,0.0
Sub-County Place,Desert Hot Springs city,02/01/2019,2019,February,N,Preliminary,11600,11000,600,0.1
Sub-County Place,Desert View Highlands CDP,02/01/2019,2019,February,N,Preliminary,1000,900,100,0.1
Sub-County Place,Diablo CDP,02/01/2019,2019,February,N,Preliminary,100,100,0,0.0
Sub-County Place,Diamond Bar city,02/01/2019,2019,February,N,Preliminary,30600,29600,1000,0.0
Sub-County Place,Diamond Springs CDP,02/01/2019,2019,February,N,Preliminary,5100,4800,300,0.1
Sub-County Place,Dinuba city,02/01/2019,2019,February,N,Preliminary,11600,9900,1700,0.1
Sub-County Place,Discovery Bay CDP,02/01/2019,2019,February,N,Preliminary,7900,7700,300,0.0
Sub-County Place,Dixon city,02/01/2019,2019,February,N,Preliminary,9800,9300,500,0.0
Sub-County Place,Dixon Lane Meadow Creek CDP,02/01/2019,2019,February,N,Preliminary,1240,1180,50,0.0
Sub-County Place,Dollar Point CDP,02/01/2019,2019,February,N,Preliminary,600,600,0,0.0
Sub-County Place,Dorrington CDP,02/01/2019,2019,February,N,Preliminary,80,80,0,0.0
Sub-County Place,Dos Palos city,02/01/2019,2019,February,N,Preliminary,2100,1800,200,0.1
Sub-County Place,Downey city,02/01/2019,2019,February,N,Preliminary,57700,55500,2200,0.0
Sub-County Place,Duarte city,02/01/2019,2019,February,N,Preliminary,11300,10800,500,0.0
Sub-County Place,Dublin city,02/01/2019,2019,February,N,Preliminary,31900,31000,900,0.0
Sub-County Place,Ducor CDP,02/01/2019,2019,February,N,Preliminary,300,300,0,0.1
Sub-County Place,Dunsmuir city,02/01/2019,2019,February,N,Preliminary,650,590,50,0.1
Sub-County Place,Durham CDP,02/01/2019,2019,February,N,Preliminary,3000,2900,100,0.0
Sub-County Place,Dustin Acres CDP,02/01/2019,2019,February,N,Preliminary,300,200,0,0.1
Sub-County Place,Earlimart CDP,02/01/2019,2019,February,N,Preliminary,3900,3200,700,0.2
Sub-County Place,East Foothills CDP,02/01/2019,2019,February,N,Preliminary,3800,3800,100,0.0
Sub-County Place,East Hemet CDP,02/01/2019,2019,February,N,Preliminary,8000,7400,600,0.1
Sub-County Place,East Los Angeles CDP,02/01/2019,2019,February,N,Preliminary,57800,53800,4000,0.1
Sub-County Place,East Oakdale CDP,02/01/2019,2019,February,N,Preliminary,1600,1500,100,0.1
Sub-County Place,Easton CDP,02/01/2019,2019,February,N,Preliminary,1100,1000,100,0.1
Sub-County Place,East Orosi CDP,02/01/2019,2019,February,N,Preliminary,400,200,200,0.4
Sub-County Place,East Palo Alto city,02/01/2019,2019,February,N,Preliminary,15400,15000,400,0.0
Sub-County Place,East Pasadena CDP,02/01/2019,2019,February,N,Preliminary,3200,3200,100,0.0
Sub-County Place,East Porterville CDP,02/01/2019,2019,February,N,Preliminary,2500,2000,500,0.2
Sub-County Place,East Quincy CDP,02/01/2019,2019,February,N,Preliminary,1130,1040,90,0.1
Sub-County Place,East Richmond Heights CDP,02/01/2019,2019,February,N,Preliminary,2100,2000,0,0.0
Sub-County Place,East San Gabriel CDP,02/01/2019,2019,February,N,Preliminary,7800,7700,100,0.0
Sub-County Place,East Shore CDP,02/01/2019,2019,February,N,Preliminary,130,80,50,0.4
Sub-County Place,East Sonora CDP,02/01/2019,2019,February,N,Preliminary,1130,1130,0,0.0
Sub-County Place,Eastvale City city,02/01/2019,2019,February,N,Preliminary,32300,31300,1100,0.0
Sub-County Place,Edwards AFB CDP,02/01/2019,2019,February,N,Preliminary,400,400,0,0.1
Sub-County Place,El Cajon city,02/01/2019,2019,February,N,Preliminary,46000,44300,1800,0.0
Sub-County Place,El Centro city,02/01/2019,2019,February,N,Preliminary,18500,16200,2300,0.1
Sub-County Place,El Cerrito CDP,02/01/2019,2019,February,N,Preliminary,2400,2300,100,0.0
Sub-County Place,El Cerrito city,02/01/2019,2019,February,N,Preliminary,14100,13700,400,0.0
Sub-County Place,El Dorado Hills CDP,02/01/2019,2019,February,N,Preliminary,23400,22600,800,0.0
Sub-County Place,El Granada CDP,02/01/2019,2019,February,N,Preliminary,4000,3900,100,0.0
Sub-County Place,Elk Grove CDP,02/01/2019,2019,February,N,Preliminary,84700,81800,2900,0.0
Sub-County Place,Elkhorn CDP,02/01/2019,2019,February,N,Preliminary,700,700,0,0.0
Sub-County Place,Elmira CDP,02/01/2019,2019,February,N,Preliminary,100,100,0,0.1
Sub-County Place,El Monte city,02/01/2019,2019,February,N,Preliminary,51900,49900,2000,0.0
Sub-County Place,El Paso de Robles (Paso Robles) city,02/01/2019,2019,February,N,Preliminary,16500,15900,600,0.0
Sub-County Place,El Rio CDP,02/01/2019,2019,February,N,Preliminary,3300,3100,200,0.1
Sub-County Place,El Segundo city,02/01/2019,2019,February,N,Preliminary,9700,9400,300,0.0
Sub-County Place,El Sobrante CDP,02/01/2019,2019,February,N,Preliminary,7600,7300,300,0.0
Sub-County Place,El Verano CDP,02/01/2019,2019,February,N,Preliminary,2000,2000,0,0.0
Sub-County Place,Emeryville city,02/01/2019,2019,February,N,Preliminary,7700,7500,200,0.0
Sub-County Place,Empire CDP,02/01/2019,2019,February,N,Preliminary,1700,1500,200,0.1
Sub-County Place,Encinitas city,02/01/2019,2019,February,N,Preliminary,33900,33000,900,0.0
Sub-County Place,Escalon city,02/01/2019,2019,February,N,Preliminary,3700,3600,100,0.0
Sub-County Place,Escondido city,02/01/2019,2019,February,N,Preliminary,70500,68100,2400,0.0
Sub-County Place,Esparto CDP,02/01/2019,2019,February,N,Preliminary,1800,1700,100,0.1
Sub-County Place,Eureka city,02/01/2019,2019,February,N,Preliminary,13000,12600,500,0.0
Sub-County Place,Exeter city,02/01/2019,2019,February,N,Preliminary,5000,4500,500,0.1
Sub-County Place,Fairfax town,02/01/2019,2019,February,N,Preliminary,4800,4700,100,0.0
Sub-County Place,Fairfield city,02/01/2019,2019,February,N,Preliminary,53600,51500,2200,0.0
Sub-County Place,Fair Oaks CDP,02/01/2019,2019,February,N,Preliminary,15500,15000,600,0.0
Sub-County Place,Fairview CDP,02/01/2019,2019,February,N,Preliminary,5300,5200,100,0.0
Sub-County Place,Fallbrook CDP,02/01/2019,2019,February,N,Preliminary,13600,13200,400,0.0
Sub-County Place,Fall River Mills CDP,02/01/2019,2019,February,N,Preliminary,200,100,0,0.2
Sub-County Place,Farmersville city,02/01/2019,2019,February,N,Preliminary,5000,4300,700,0.1
Sub-County Place,Farmington CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.0
Sub-County Place,Fellows CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.1
Sub-County Place,Felton CDP,02/01/2019,2019,February,N,Preliminary,2200,2000,200,0.1
Sub-County Place,Ferndale city,02/01/2019,2019,February,N,Preliminary,700,700,0,0.0
Sub-County Place,Fetters Hot Springs Agua Caliente CDP,02/01/2019,2019,February,N,Preliminary,2600,2500,100,0.0
Sub-County Place,Fillmore city,02/01/2019,2019,February,N,Preliminary,7200,6900,300,0.0
Sub-County Place,Firebaugh city,02/01/2019,2019,February,N,Preliminary,4000,3400,600,0.1
Sub-County Place,Florence Graham CDP,02/01/2019,2019,February,N,Preliminary,27500,26000,1600,0.1
Sub-County Place,Florin CDP,02/01/2019,2019,February,N,Preliminary,20800,19500,1300,0.1
Sub-County Place,Folsom city,02/01/2019,2019,February,N,Preliminary,38000,36900,1100,0.0
Sub-County Place,Fontana city,02/01/2019,2019,February,N,Preliminary,99700,95900,3900,0.0
Sub-County Place,Foothill Farms CDP,02/01/2019,2019,February,N,Preliminary,15600,14900,700,0.0
Sub-County Place,Ford City CDP,02/01/2019,2019,February,N,Preliminary,2100,1900,200,0.1
Sub-County Place,Foresthill CDP,02/01/2019,2019,February,N,Preliminary,700,700,0,0.0
Sub-County Place,Forest Meadows CDP,02/01/2019,2019,February,N,Preliminary,820,770,50,0.1
Sub-County Place,Forestville CDP,02/01/2019,2019,February,N,Preliminary,2100,2000,100,0.0
Sub-County Place,Fort Bragg city,02/01/2019,2019,February,N,Preliminary,3450,3320,130,0.0
Sub-County Place,Fortuna city,02/01/2019,2019,February,N,Preliminary,5200,4900,300,0.0
Sub-County Place,Foster City city,02/01/2019,2019,February,N,Preliminary,20600,20100,500,0.0
Sub-County Place,Fountain Valley city,02/01/2019,2019,February,N,Preliminary,28900,28000,900,0.0
Sub-County Place,Fowler city,02/01/2019,2019,February,N,Preliminary,3000,2700,200,0.1
Sub-County Place,Frazier Park CDP,02/01/2019,2019,February,N,Preliminary,900,900,100,0.1
Sub-County Place,Freedom CDP,02/01/2019,2019,February,N,Preliminary,1500,1500,100,0.0
Sub-County Place,Fremont city,02/01/2019,2019,February,N,Preliminary,121500,118300,3300,0.0
Sub-County Place,French Camp CDP,02/01/2019,2019,February,N,Preliminary,1100,1000,100,0.1
Sub-County Place,Fresno city,02/01/2019,2019,February,N,Preliminary,237300,222700,14600,0.1
Sub-County Place,Friant CDP,02/01/2019,2019,February,N,Preliminary,200,200,0,0.1
Sub-County Place,Fullerton city,02/01/2019,2019,February,N,Preliminary,71500,69300,2200,0.0
Sub-County Place,Furnace Creek CDP,02/01/2019,2019,February,N,Preliminary,120,120,0,0.0
Sub-County Place,Galt city,02/01/2019,2019,February,N,Preliminary,12000,11200,800,0.1
Sub-County Place,Gardena city,02/01/2019,2019,February,N,Preliminary,30500,29300,1300,0.0
Sub-County Place,Garden Acres CDP,02/01/2019,2019,February,N,Preliminary,4800,4400,400,0.1
Sub-County Place,Garden Grove city,02/01/2019,2019,February,N,Preliminary,83300,80600,2700,0.0
Sub-County Place,Georgetown CDP,02/01/2019,2019,February,N,Preliminary,1000,1000,100,0.1
Sub-County Place,Gilroy city,02/01/2019,2019,February,N,Preliminary,30600,29400,1200,0.0
Sub-County Place,Glendale city,02/01/2019,2019,February,N,Preliminary,104500,100400,4100,0.0
Sub-County Place,Glendora city,02/01/2019,2019,February,N,Preliminary,26400,25400,1000,0.0
Sub-County Place,Glen Ellen CDP,02/01/2019,2019,February,N,Preliminary,500,500,0,0.0
Sub-County Place,Golden Hills CDP,02/01/2019,2019,February,N,Preliminary,4300,4100,200,0.0
Sub-County Place,Gold River CDP,02/01/2019,2019,February,N,Preliminary,3600,3500,100,0.0
Sub-County Place,Goleta City,02/01/2019,2019,February,N,Preliminary,17200,16800,400,0.0
Sub-County Place,Gonzales city,02/01/2019,2019,February,N,Preliminary,3800,3700,100,0.0
Sub-County Place,Goshen CDP,02/01/2019,2019,February,N,Preliminary,1600,1400,200,0.1
Sub-County Place,Graeagle CDP,02/01/2019,2019,February,N,Preliminary,260,240,20,0.1
Sub-County Place,Grand Terrace city,02/01/2019,2019,February,N,Preliminary,6300,6100,200,0.0
Sub-County Place,Granite Bay CDP,02/01/2019,2019,February,N,Preliminary,11000,10600,400,0.0
Sub-County Place,Grass Valley city,02/01/2019,2019,February,N,Preliminary,5870,5520,340,0.1
Sub-County Place,Graton CDP,02/01/2019,2019,February,N,Preliminary,800,700,100,0.1
Sub-County Place,Greenfield city,02/01/2019,2019,February,N,Preliminary,8000,7100,900,0.1
Sub-County Place,Greenhorn CDP,02/01/2019,2019,February,N,Preliminary,130,110,20,0.2
Sub-County Place,Green Valley CDP,02/01/2019,2019,February,N,Preliminary,600,600,0,0.0
Sub-County Place,Greenville CDP,02/01/2019,2019,February,N,Preliminary,230,220,10,0.0
Sub-County Place,Gridley city,02/01/2019,2019,February,N,Preliminary,2900,2700,200,0.1
Sub-County Place,Grover Beach city,02/01/2019,2019,February,N,Preliminary,6900,6700,200,0.0
Sub-County Place,Guadalupe city,02/01/2019,2019,February,N,Preliminary,3200,3100,100,0.0
Sub-County Place,Guerneville CDP,02/01/2019,2019,February,N,Preliminary,2300,2300,100,0.0
Sub-County Place,Gustine city,02/01/2019,2019,February,N,Preliminary,2800,2500,300,0.1
Sub-County Place,Hacienda Heights CDP,02/01/2019,2019,February,N,Preliminary,26400,25500,800,0.0
Sub-County Place,Half Moon Bay city,02/01/2019,2019,February,N,Preliminary,8000,7900,100,0.0
Sub-County Place,Hamilton Branch CDP,02/01/2019,2019,February,N,Preliminary,250,180,70,0.3
Sub-County Place,Hamilton City CDP,02/01/2019,2019,February,N,Preliminary,940,910,30,0.0
Sub-County Place,Hanford city,02/01/2019,2019,February,N,Preliminary,25600,23500,2100,0.1
Sub-County Place,Hawaiian Gardens city,02/01/2019,2019,February,N,Preliminary,6100,5700,300,0.1
Sub-County Place,Hawthorne city,02/01/2019,2019,February,N,Preliminary,45200,43300,1900,0.0
Sub-County Place,Hayfork CDP,02/01/2019,2019,February,N,Preliminary,1120,1100,20,0.0
Sub-County Place,Hayward city,02/01/2019,2019,February,N,Preliminary,80000,77200,2800,0.0
Sub-County Place,Healdsburg city,02/01/2019,2019,February,N,Preliminary,6100,5900,200,0.0
Sub-County Place,Heber CDP,02/01/2019,2019,February,N,Preliminary,1700,1400,400,0.2
Sub-County Place,Hemet city,02/01/2019,2019,February,N,Preliminary,30100,28200,2000,0.1
Sub-County Place,Hercules city,02/01/2019,2019,February,N,Preliminary,14200,13800,400,0.0
Sub-County Place,Hermosa Beach city,02/01/2019,2019,February,N,Preliminary,12700,12500,300,0.0
Sub-County Place,Hesperia city,02/01/2019,2019,February,N,Preliminary,36300,34300,2000,0.1
Sub-County Place,Hidden Hills city,02/01/2019,2019,February,N,Preliminary,600,600,0,0.0
Sub-County Place,Hidden Valley Lake CDP,02/01/2019,2019,February,N,Preliminary,2980,2910,70,0.0
Sub-County Place,Highgrove CDP,02/01/2019,2019,February,N,Preliminary,2200,2000,200,0.1
Sub-County Place,Highland city,02/01/2019,2019,February,N,Preliminary,25000,23900,1000,0.0
Sub-County Place,Hillsborough town,02/01/2019,2019,February,N,Preliminary,5300,5100,100,0.0
Sub-County Place,Hilmar Irwin CDP,02/01/2019,2019,February,N,Preliminary,2800,2700,100,0.0
Sub-County Place,Hollister city,02/01/2019,2019,February,N,Preliminary,20000,18500,1500,0.1
Sub-County Place,Holtville city,02/01/2019,2019,February,N,Preliminary,2500,2000,500,0.2
Sub-County Place,Home Garden CDP,02/01/2019,2019,February,N,Preliminary,800,700,100,0.1
Sub-County Place,Home Gardens CDP,02/01/2019,2019,February,N,Preliminary,5600,5400,200,0.0
Sub-County Place,Homeland CDP,02/01/2019,2019,February,N,Preliminary,3000,2900,100,0.0
Sub-County Place,Hughson city,02/01/2019,2019,February,N,Preliminary,3200,3000,200,0.1
Sub-County Place,Huntington Beach city,02/01/2019,2019,February,N,Preliminary,110800,107500,3300,0.0
Sub-County Place,Huntington Park city,02/01/2019,2019,February,N,Preliminary,26900,25700,1100,0.0
Sub-County Place,Huron city,02/01/2019,2019,February,N,Preliminary,2800,2500,300,0.1
Sub-County Place,Hydesville CDP,02/01/2019,2019,February,N,Preliminary,500,500,0,0.0
Sub-County Place,Idyllwild Pine Cove CDP,02/01/2019,2019,February,N,Preliminary,1400,1300,0,0.0
Sub-County Place,Imperial Beach city,02/01/2019,2019,February,N,Preliminary,12200,11700,600,0.0
Sub-County Place,Imperial city,02/01/2019,2019,February,N,Preliminary,8000,7000,1000,0.1
Sub-County Place,Independence CDP,02/01/2019,2019,February,N,Preliminary,260,250,10,0.0
Sub-County Place,Indian Falls CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.0
Sub-County Place,Indian Wells city,02/01/2019,2019,February,N,Preliminary,1800,1800,0,0.0
Sub-County Place,Indio city,02/01/2019,2019,February,N,Preliminary,40600,38700,2000,0.0
Sub-County Place,Industry city,02/01/2019,2019,February,N,Preliminary,200,100,0,0.1
Sub-County Place,Inglewood city,02/01/2019,2019,February,N,Preliminary,53200,50600,2600,0.0
Sub-County Place,Interlaken CDP,02/01/2019,2019,February,N,Preliminary,3300,3100,200,0.1
Sub-County Place,Inverness CDP,02/01/2019,2019,February,N,Preliminary,600,600,0,0.0
Sub-County Place,Inyokern CDP,02/01/2019,2019,February,N,Preliminary,300,300,0,0.0
Sub-County Place,Ione city,02/01/2019,2019,February,N,Preliminary,1700,1580,110,0.1
Sub-County Place,Iron Horse CDP,02/01/2019,2019,February,N,Preliminary,190,140,50,0.3
Sub-County Place,Irvine city,02/01/2019,2019,February,N,Preliminary,147000,142700,4300,0.0
Sub-County Place,Irwindale city,02/01/2019,2019,February,N,Preliminary,600,600,0,0.1
Sub-County Place,Isla Vista CDP,02/01/2019,2019,February,N,Preliminary,13200,11800,1400,0.1
Sub-County Place,Isleton city,02/01/2019,2019,February,N,Preliminary,300,300,0,0.1
Sub-County Place,Ivanhoe CDP,02/01/2019,2019,February,N,Preliminary,1700,1500,200,0.1
Sub-County Place,Jackson city,02/01/2019,2019,February,N,Preliminary,2140,2060,80,0.0
Sub-County Place,Jamestown CDP,02/01/2019,2019,February,N,Preliminary,1250,1190,60,0.0
Sub-County Place,Johannesburg CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.0
Sub-County Place,Johnsville CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.0
Sub-County Place,Joshua Tree CDP,02/01/2019,2019,February,N,Preliminary,2900,2700,200,0.1
Sub-County Place,Jurupa Valley city,02/01/2019,2019,February,N,Preliminary,48600,46500,2000,0.0
Sub-County Place,Keddie CDP,02/01/2019,2019,February,N,Preliminary,30,20,10,0.4
Sub-County Place,Keeler CDP,02/01/2019,2019,February,N,Preliminary,0,0,0,0.0
Sub-County Place,Keene CDP,02/01/2019,2019,February,N,Preliminary,200,100,0,0.2
Sub-County Place,Kelseyville CDP,02/01/2019,2019,February,N,Preliminary,1370,1260,110,0.1
Sub-County Place,Kennedy CDP,02/01/2019,2019,February,N,Preliminary,1400,1200,100,0.1
Sub-County Place,Kensington CDP,02/01/2019,2019,February,N,Preliminary,3000,2900,100,0.0
Sub-County Place,Kerman city,02/01/2019,2019,February,N,Preliminary,7000,6500,500,0.1
Sub-County Place,Kernville CDP,02/01/2019,2019,February,N,Preliminary,600,600,0,0.0
Sub-County Place,Kettleman City CDP,02/01/2019,2019,February,N,Preliminary,800,700,100,0.1
Sub-County Place,Keyes CDP,02/01/2019,2019,February,N,Preliminary,2600,2400,300,0.1
Sub-County Place,King City city,02/01/2019,2019,February,N,Preliminary,6400,5600,700,0.1
Sub-County Place,Kings Beach CDP,02/01/2019,2019,February,N,Preliminary,2000,1900,0,0.0
Sub-County Place,Kingsburg city,02/01/2019,2019,February,N,Preliminary,5800,5300,500,0.1
Sub-County Place,Kirkwood CDP,02/01/2019,2019,February,N,Preliminary,70,70,0,0.0
Sub-County Place,Klamath CDP,02/01/2019,2019,February,N,Preliminary,280,250,30,0.1
Sub-County Place,Knightsen CDP,02/01/2019,2019,February,N,Preliminary,700,700,0,0.0
Sub-County Place,La Canada Flintridge city,02/01/2019,2019,February,N,Preliminary,9800,9600,200,0.0
Sub-County Place,La Crescenta Montrose CDP,02/01/2019,2019,February,N,Preliminary,10400,10100,300,0.0
